"","Year","Month","UnitCode","ParkName","Region","State","RecreationVisits","Smoke","stdsmoke","MAXSmoke","stdsmokeMAX","medSmoke","stdsmokemed","Season","CatColS","CatColM","SeasType"
"8402",2001,8,"KICA","Kings Canyon NP","Pacific West ","CA",89671,2.22156249310524e-09,0.0548134243553781,4.87875784216385e-09,-0.0653137286225698,2.14914064322613e-09,0.212007883598137,"Summer","KICASummer","KICA8","High"
"8403",2001,8,"LAVO","Lassen Volcanic NP","Pacific West ","CA",81285,2.96457018073911e-09,0.174697659070875,4.96275998074225e-09,-0.0633222021510111,3.00385338825038e-09,0.450059424455663,"Summer","LAVOSummer","LAVO8","High"
"8404",2001,8,"MEVE","Mesa Verde NP","Intermountain ","CO",97236,1.82875514015234e-09,-0.00856601260488066,3.23590998441148e-09,-0.10426243936764,1.7327440593462e-09,0.096034594352737,"Summer","MEVESummer","MEVE8","High"
"8405",2001,8,"MORA","Mount Rainier NP","Pacific West ","WA",269233,2.96814297154783e-09,0.175274128600102,6.04289285277559e-09,-0.0377143635428605,2.49981524369502e-09,0.309676520771493,"Summer","MORASummer","MORA8","High"
"8406",2001,8,"NOCA","North Cascades NP","Pacific West ","WA",9916,4.16098751511843e-09,0.36773950630826,9.7101224838525e-09,0.0492284811414796,3.79521702953411e-09,0.67046719921146,"Summer","NOCASummer","NOCA8","High"
"8407",2001,8,"OLYM","Olympic NP","Pacific West ","WA",752472,2.86084501966236e-09,0.157961612104756,5.54806156571885e-09,-0.0494458459051724,2.75197731269827e-09,0.379907799550824,"Summer","OLYMSummer","OLYM8","High"
"8408",2001,8,"PEFO","Petrified Forest NP","Intermountain ","AZ",61387,2.30672168463172e-09,0.0685538535259755,3.81591203080234e-09,-0.0905117248204434,2.17412243763704e-09,0.218965723746799,"Summer","PEFOSummer","PEFO8","High"
"8409",2001,8,"PINN","Pinnacles NP","Pacific West ","CA",16880,1.45775586583986e-09,-0.0684267177109,3.16456216786776e-09,-0.105953956604456,1.39456446390795e-09,0.00184602135051049,"Summer","PINNSummer","PINN8","Shoulder"
"8410",2001,8,"REDW","Redwood NP","Pacific West ","CA",55621,2.85999388329667e-09,0.15782428131594,4.51974591086923e-09,-0.0738251996026969,3.1888740537056e-09,0.501590719336319,"Summer","REDWSummer","REDW8","High"
"8411",2001,8,"ROMO","Rocky Mountain NP","Intermountain ","CO",616789,2.18103133044973e-09,0.0482737242984933,4.15993461899689e-09,-0.082355621859277,2.06883932207802e-09,0.189642646454446,"Summer","ROMOSummer","ROMO8","High"
"8412",2001,8,"SAGU","Saguaro NP","Intermountain ","AZ",39233,2.19998087847365e-09,0.0513312324519912,3.4848925967168e-09,-0.0983595484203923,2.13896966805294e-09,0.209175099921871,"Summer","SAGUSummer","SAGU8","Low"
"8413",2001,8,"SEQU","Sequoia NP","Pacific West ","CA",160246,1.95926040982573e-09,0.0124910028762883,4.52109372162113e-09,-0.0737932456448991,1.91225213441726e-09,0.14603054224962,"Summer","SEQUSummer","SEQU8","High"
"8414",2001,8,"YELL","Yellowstone NP","Intermountain ","WY",613965,4.12701419275522e-09,0.362257913291064,1.00734869334929e-08,0.057843141821896,3.51337514636896e-09,0.591969604602938,"Summer","YELLSummer","YELL8","High"
"8415",2001,8,"YOSE","Yosemite NP","Pacific West ","CA",591196,3.77487267967344e-09,0.305439906546336,6.35103347690347e-09,-0.0304089517962232,3.67838870474202e-09,0.63792859148101,"Summer","YOSESummer","YOSE8","High"
"8416",2001,8,"ZION","Zion NP","Intermountain ","UT",344531,1.36002082713973e-09,-0.0841962588804771,2.02947347816007e-09,-0.132864690204529,1.30179178547962e-09,-0.0239926936773286,"Summer","ZIONSummer","ZION8","High"
"8417",2001,9,"ARCH","Arches NP","Intermountain ","UT",94814,1.02907349845828e-09,-0.137594585560597,1.52954748866563e-09,-0.144716958000892,1.02685049352402e-09,-0.100568360269889,"Fall","ARCHFall","ARCH9","Shoulder"
"8418",2001,9,"BIBE","Big Bend NP","Intermountain ","TX",16649,1.24794954119649e-09,-0.102278952468309,1.91582860686879e-09,-0.135558987913655,1.21669196939678e-09,-0.0476943904908438,"Fall","BIBEFall","BIBE9","Shoulder"
"8419",2001,9,"BLCA","Black Canyon of the Gunnison NP","Intermountain ","CO",26981,1.47089436867035e-09,-0.066306821263857,2.40223330116862e-09,-0.124027283590622,1.41472533687903e-09,0.00746115567925184,"Fall","BLCAFall","BLCA9","Shoulder"
"8420",2001,9,"BRCA","Bryce Canyon NP","Intermountain ","UT",148641,8.31307325844405e-10,-0.169504142690388,1.52965506927671e-09,-0.144714407474936,7.82017062217477e-10,-0.168758493054564,"Fall","BRCAFall","BRCA9","Shoulder"
"8421",2001,9,"CANY","Canyonlands NP","Intermountain ","UT",46720,8.88301896197969e-10,-0.160308073035262,1.27659238735589e-09,-0.150714028895748,8.94920915150976e-10,-0.137312915208632,"Fall","CANYFall","CANY9","Shoulder"
"8422",2001,9,"CARE","Capitol Reef NP","Intermountain ","UT",72060,7.76048428028436e-10,-0.178420161711653,1.08577657975673e-09,-0.155237898626409,7.56028240012085e-10,-0.175996806987616,"Fall","CAREFall","CARE9","Shoulder"
"8423",2001,9,"CAVE","Carlsbad Caverns NP","Intermountain ","NM",28687,1.40194175623337e-09,-0.077432320112955,2.12748596517542e-09,-0.130541005763422,1.37527178534214e-09,-0.00352730657351589,"Fall","CAVEFall","CAVE9","Shoulder"
"8424",2001,9,"CHIS","Channel Islands NP","Pacific West ","CA",45530,1.84635994128177e-09,-0.00572547926202749,3.85252407753001e-09,-0.0896437247734202,1.76731773660066e-09,0.105663931450432,"Fall","CHISFall","CHIS9","Shoulder"
"8425",2001,9,"CRLA","Crater Lake NP","Pacific West ","OR",64343,2.53915959584404e-09,0.106057693080175,4.54275683736682e-09,-0.0732796555245271,2.50022558212493e-09,0.309790806765333,"Fall","CRLAFall","CRLA9","Shoulder"
"8426",2001,9,"DEVA","Death Valley NP","Pacific West ","CA",87740,1.44994806483914e-09,-0.0696865058172156,4.61863569611864e-09,-0.0714807161356819,1.3300047729814e-09,-0.0161349131702621,"Fall","DEVAFall","DEVA9","Shoulder"
"8427",2001,9,"GLAC","Glacier NP","Intermountain ","MT",261525,1.16423477238765e-08,1.5748564153057,2.40081234892386e-08,0.388206130692914,1.14349063551344e-08,2.79824618252397,"Fall","GLACFall","GLAC9","Shoulder"
"8428",2001,9,"GRBA","Great Basin NP","Pacific West ","NV",11672,8.42975503021553e-10,-0.167621483177319,1.3962121458988e-09,-0.147878078291498,8.08392131013136e-10,-0.161412603100798,"Fall","GRBAFall","GRBA9","Shoulder"
"8429",2001,9,"GRCA","Grand Canyon NP","Intermountain ","AZ",348445,1.13504699008902e-09,-0.120495770628091,2.36791763974509e-09,-0.12484084083179,1.1024388069103e-09,-0.0795157732139716,"Fall","GRCAFall","GRCA9","Shoulder"
"8430",2001,9,"GRSA","Great Sand Dunes NP & PRES","Intermountain ","CO",27364,2.04136700375098e-09,0.0257388956527021,2.91883006653393e-09,-0.111779784291704,2.04126227032475e-09,0.181961984500602,"Fall","GRSAFall","GRSA9","Shoulder"
"8431",2001,9,"GRTE","Grand Teton NP","Intermountain ","WY",323038,1.5165020726637e-09,-0.0589480216425697,3.77238373872046e-09,-0.0915436955227357,1.31062705133189e-09,-0.0215319269902014,"Fall","GRTEFall","GRTE9","Shoulder"
"8432",2001,9,"GUMO","Guadalupe Mountains NP","Intermountain ","TX",15441,1.32522297257773e-09,-0.0898108901061532,1.97739513652095e-09,-0.134099365865464,1.29160426798336e-09,-0.0268300846623301,"Fall","GUMOFall","GUMO9","Shoulder"
"8433",2001,9,"JOTR","Joshua Tree NP","Pacific West ","CA",72161,9.45507245078781e-10,-0.15107799428056,1.89239535153263e-09,-0.136114544582885,8.80479578135862e-10,-0.141335064812114,"Fall","JOTRFall","JOTR9","Shoulder"
"8434",2001,9,"KICA","Kings Canyon NP","Pacific West ","CA",58357,1.4579690573115e-09,-0.0683923192829284,4.20478762919174e-09,-0.0812922446805071,1.41814193721501e-09,0.0084127350013214,"Fall","KICAFall","KICA9","Shoulder"
"8435",2001,9,"LAVO","Lassen Volcanic NP","Pacific West ","CA",55552,2.87608499023819e-09,0.160420580215017,5.53756995813615e-09,-0.0496945814086222,2.82348211477768e-09,0.399823061623151,"Fall","LAVOFall","LAVO9","Shoulder"
"8436",2001,9,"MEVE","Mesa Verde NP","Intermountain ","CO",56142,1.25891966206554e-09,-0.100508924288237,1.79041859116325e-09,-0.138532214194592,1.26916410714273e-09,-0.0330800381072751,"Fall","MEVEFall","MEVE9","Shoulder"
"8437",2001,9,"MORA","Mount Rainier NP","Pacific West ","WA",186589,1.94458146180447e-09,0.0101225557131622,3.46842776721701e-09,-0.0987498973371396,1.88063276063133e-09,0.137224027201717,"Fall","MORAFall","MORA9","Shoulder"
"8438",2001,9,"NOCA","North Cascades NP","Pacific West ","WA",6287,2.34117748127051e-09,0.074113293731377,3.95277810483208e-09,-0.0872668977945915,2.40730591016813e-09,0.28391115162498,"Fall","NOCAFall","NOCA9","Shoulder"
"8439",2001,9,"OLYM","Olympic NP","Pacific West ","WA",427314,2.49046567239864e-09,0.0982009321815944,3.89271548328907e-09,-0.0886908651218338,2.50196130480163e-09,0.310274234045545,"Fall","OLYMFall","OLYM9","Shoulder"
"8440",2001,9,"PEFO","Petrified Forest NP","Intermountain ","AZ",45818,1.63790460406069e-09,-0.0393597323000991,2.19308193827317e-09,-0.128985853489175,1.62799573821815e-09,0.0668604660951038,"Fall","PEFOFall","PEFO9","Shoulder"
"8441",2001,9,"PINN","Pinnacles NP","Pacific West ","CA",12903,1.42467161902818e-09,-0.0737648584544872,2.25272289711143e-09,-0.127571882960261,1.37191846771856e-09,-0.00446126062056276,"Fall","PINNFall","PINN9","Shoulder"
"8442",2001,9,"REDW","Redwood NP","Pacific West ","CA",36042,3.50661918498723e-09,0.262157225282799,5.77419179137451e-09,-0.0440847403662642,3.19662118997144e-09,0.503748424057645,"Fall","REDWFall","REDW9","Shoulder"
"8443",2001,9,"ROMO","Rocky Mountain NP","Intermountain ","CO",463160,1.68631089737131e-09,-0.0315493805022087,2.26377983025827e-09,-0.127309744692964,1.69076452838368e-09,0.084342605332706,"Fall","ROMOFall","ROMO9","Shoulder"
"8444",2001,9,"SAGU","Saguaro NP","Intermountain ","AZ",32738,1.4244369966708e-09,-0.0738027147542669,2.29392149719843e-09,-0.126595144700344,1.46044953908131e-09,0.0201960971576604,"Fall","SAGUFall","SAGU9","Shoulder"
"8445",2001,9,"SEQU","Sequoia NP","Pacific West ","CA",95145,1.43345468828215e-09,-0.0723477108886006,5.92245097408295e-09,-0.0405698050085179,1.29830024508948e-09,-0.0249651450356099,"Fall","SEQUFall","SEQU9","Shoulder"
"8446",2001,9,"YELL","Yellowstone NP","Intermountain ","WY",373583,2.08253112245966e-09,0.0323807231213295,3.41846173590454e-09,-0.0999344942500461,2.06516581613414e-09,0.188619514700087,"Fall","YELLFall","YELL9","Shoulder"
"8447",2001,9,"YOSE","Yosemite NP","Pacific West ","CA",448519,3.8904550119091e-09,0.324089107190317,6.57025278627543e-09,-0.0252116905707412,3.63516883261639e-09,0.625891147070514,"Fall","YOSEFall","YOSE9","Shoulder"
"8448",2001,9,"ZION","Zion NP","Intermountain ","UT",261476,8.86726038474087e-10,-0.160562337560908,1.3023676581625e-09,-0.150102947618632,8.6317136771541e-10,-0.146155685756474,"Fall","ZIONFall","ZION9","Shoulder"
"8449",2002,1,"ARCH","Arches NP","Intermountain ","UT",9951,2.59171873926147e-10,-0.26181815497908,5.1987231186601e-10,-0.168654382408194,2.33286556738932e-10,-0.321588953469649,"Winter","ARCHWinter","ARCH1","Low"
"8450",2002,1,"BIBE","Big Bend NP","Intermountain ","TX",32123,4.4094291211159e-10,-0.232489411590571,7.34448224459783e-10,-0.163567207041932,4.39776659533209e-10,-0.264078067586448,"Winter","BIBEWinter","BIBE1","Shoulder"
"8451",2002,1,"BLCA","Black Canyon of the Gunnison NP","Intermountain ","CO",3208,2.53456219274066e-10,-0.262740375428837,4.9851422989633e-10,-0.169160740774114,2.3447849217817e-10,-0.3212569798685,"Winter","BLCAWinter","BLCA1","Low"
"8452",2002,1,"BRCA","Bryce Canyon NP","Intermountain ","UT",19146,2.33638372985318e-10,-0.265937983442291,5.26308330250913e-10,-0.168501796995467,1.85847850997511e-10,-0.334801412349868,"Winter","BRCAWinter","BRCA1","Low"
"8453",2002,1,"CANY","Canyonlands NP","Intermountain ","UT",4093,2.64251103525785e-10,-0.260998621663838,6.03728678161275e-10,-0.166666311912467,2.2929343146405e-10,-0.322701104458453,"Winter","CANYWinter","CANY1","Low"
"8454",2002,1,"CARE","Capitol Reef NP","Intermountain ","UT",7968,2.33074475937982e-10,-0.266028968188618,5.03764308046328e-10,-0.169036271685703,2.09986569799092e-10,-0.328078382608595,"Winter","CAREWinter","CARE1","Low"
"8455",2002,1,"CAVE","Carlsbad Caverns NP","Intermountain ","NM",17122,4.26510053081815e-10,-0.234818152313364,6.22405627037637e-10,-0.166223517970257,4.06751299308894e-10,-0.273276172955229,"Winter","CAVEWinter","CAVE1","Low"
"8456",2002,1,"CHIS","Channel Islands NP","Pacific West ","CA",36653,2.01424893699826e-09,0.0213633976144966,4.12739442623433e-09,-0.0831270862097445,2.01550132139516e-09,0.174787137018402,"Winter","CHISWinter","CHIS1","Low"
"8457",2002,1,"CRLA","Crater Lake NP","Pacific West ","OR",5890,2.75004712102869e-10,-0.259263527725848,4.56082005495517e-10,-0.170166725854631,2.40782921379079e-10,-0.319501092765797,"Winter","CRLAWinter","CRLA1","Low"
"8458",2002,1,"DEVA","Death Valley NP","Pacific West ","CA",84086,5.4913772946426e-10,-0.215032185919308,1.26466037642103e-09,-0.150996913546518,4.97510088681707e-10,-0.247998359113868,"Winter","DEVAWinter","DEVA1","Low"
"8459",2002,1,"GLAC","Glacier NP","Intermountain ","MT",6171,2.10987908595918e-10,-0.269592634173996,4.55159382406478e-10,-0.170188599444234,1.9296614306441e-10,-0.332818851068707,"Winter","GLACWinter","GLAC1","Low"
"8460",2002,1,"GRBA","Great Basin NP","Pacific West ","NV",1422,1.70508243948773e-10,-0.276124025031091,6.50823117620547e-10,-0.165549794828097,1.49487491829525e-10,-0.344928369712398,"Winter","GRBAWinter","GRBA1","Low"
"8461",2002,1,"GRCA","Grand Canyon NP","Intermountain ","AZ",141451,3.48077409189647e-10,-0.247473253527282,7.66288033027251e-10,-0.162812347431396,3.03487318609186e-10,-0.302036888018569,"Winter","GRCAWinter","GRCA1","Low"
"8462",2002,1,"GRSA","Great Sand Dunes NP & PRES","Intermountain ","CO",2543,3.70157018835643e-10,-0.243910710165642,7.8207085252302e-10,-0.162438167638434,3.25651144938988e-10,-0.29586389827456,"Winter","GRSAWinter","GRSA1","Low"
"8463",2002,1,"GRTE","Grand Teton NP","Intermountain ","WY",56314,2.11173870952543e-10,-0.269562629161692,4.28247437511686e-10,-0.170826629041649,1.97646940480745e-10,-0.331515172091311,"Winter","GRTEWinter","GRTE1","Low"
"8464",2002,1,"GUMO","Guadalupe Mountains NP","Intermountain ","TX",10880,4.4286115724422e-10,-0.232179902882183,6.78574030299472e-10,-0.164891874944803,4.48823977983182e-10,-0.261558240767224,"Winter","GUMOWinter","GUMO1","Low"
"8465",2002,1,"JOTR","Joshua Tree NP","Pacific West ","CA",104712,5.44977254184557e-10,-0.215703478293884,1.11549158798852e-09,-0.154533413877595,4.94556784413902e-10,-0.248820902869843,"Winter","JOTRWinter","JOTR1","Shoulder"
"8466",2002,1,"KICA","Kings Canyon NP","Pacific West ","CA",23120,2.19494243569238e-10,-0.268220137663553,3.66028929388307e-10,-0.172301708224698,2.24789020730753e-10,-0.323955656846912,"Winter","KICAWinter","KICA1","Low"
"8467",2002,1,"LAVO","Lassen Volcanic NP","Pacific West ","CA",7941,3.01492242909558e-10,-0.254989766615279,4.79980388767842e-10,-0.169600141911415,3.07553010836514e-10,-0.300904525941365,"Winter","LAVOWinter","LAVO1","Low"
"8468",2002,1,"MEVE","Mesa Verde NP","Intermountain ","CO",5411,3.30327541753575e-10,-0.25033719330784,5.78384562466283e-10,-0.167267171344846,3.35406202811583e-10,-0.293146954399271,"Winter","MEVEWinter","MEVE1","Low"
"8469",2002,1,"MORA","Mount Rainier NP","Pacific West ","WA",21371,4.99197482633872e-10,-0.223090041002652,1.00843100536707e-09,-0.157071610975424,4.0588415961551e-10,-0.273517685605357,"Winter","MORAWinter","MORA1","Low"
"8470",2002,1,"NOCA","North Cascades NP","Pacific West ","WA",0,3.29416472594392e-10,-0.250484194248394,7.3156763980009e-10,-0.163635500072329,2.87114276797951e-10,-0.30659704914215,"Winter","NOCAWinter","NOCA1","Low"
"8471",2002,1,"OLYM","Olympic NP","Pacific West ","WA",98582,1.29853399538458e-09,-0.0941171545760799,2.53575471731438e-09,-0.120861751863997,1.14898202063785e-09,-0.0665527235709128,"Winter","OLYMWinter","OLYM1","Low"
"8472",2002,1,"PEFO","Petrified Forest NP","Intermountain ","AZ",21798,4.67610811183405e-10,-0.228186548073942,7.25798310341474e-10,-0.16377227959407,4.76205685995268e-10,-0.25393198525444,"Winter","PEFOWinter","PEFO1","Low"
"8473",2002,1,"PINN","Pinnacles NP","Pacific West ","CA",10126,9.1986796674394e-10,-0.155214889918368,1.63884417148097e-09,-0.142125747339307,8.71406780067474e-10,-0.14386198812365,"Winter","PINNWinter","PINN1","Low"
"8474",2002,1,"REDW","Redwood NP","Pacific West ","CA",13418,3.402819697165e-10,-0.24873104710205,6.14954032140957e-10,-0.166400180716506,3.49577866654016e-10,-0.289199913204617,"Winter","REDWWinter","REDW1","Low"
"8475",2002,1,"ROMO","Rocky Mountain NP","Intermountain ","CO",64696,5.61858784408459e-10,-0.212979644657433,1.02930430845305e-09,-0.156576745769036,5.36054922672946e-10,-0.237262989626133,"Winter","ROMOWinter","ROMO1","Low"
"8476",2002,1,"SAGU","Saguaro NP","Intermountain ","AZ",63112,8.14791827198311e-10,-0.172168917159192,1.26712806913787e-09,-0.150938409376834,8.33080493478633e-10,-0.154536488569484,"Winter","SAGUWinter","SAGU1","Shoulder"
"8477",2002,1,"SEQU","Sequoia NP","Pacific West ","CA",20699,2.48597290154795e-10,-0.263524363278082,5.53882661957772e-10,-0.167848063501783,2.53544157891028e-10,-0.315946878753427,"Winter","SEQUWinter","SEQU1","Low"
"8478",2002,1,"YELL","Yellowstone NP","Intermountain ","WY",40465,2.03769903056773e-10,-0.270757258826789,3.69919400666774e-10,-0.172209472757018,2.1597466870471e-10,-0.326410598689859,"Winter","YELLWinter","YELL1","Low"
"8479",2002,1,"YOSE","Yosemite NP","Pacific West ","CA",108906,3.04920272275305e-10,-0.254436654334027,4.7432663352609e-10,-0.169734181394436,2.9256863598448e-10,-0.305077920503549,"Winter","YOSEWinter","YOSE1","Low"
"8480",2002,1,"ZION","Zion NP","Intermountain ","UT",55866,2.5539931571946e-10,-0.262426856962997,6.70124733481714e-10,-0.165092191252975,2.08415770752701e-10,-0.328515875948372,"Winter","ZIONWinter","ZION1","Low"
"8481",2002,10,"ARCH","Arches NP","Intermountain ","UT",67373,6.77275017430874e-10,-0.19435724410906,1.23673749019559e-09,-0.151658910586372,6.25263230080719e-10,-0.21241701048362,"Fall","ARCHFall","ARCH10","Shoulder"
"8482",2002,10,"BIBE","Big Bend NP","Intermountain ","TX",25371,1.18733253694886e-09,-0.112059501560762,1.99991778693231e-09,-0.133565397858661,1.14528386774282e-09,-0.0675827199060717,"Fall","BIBEFall","BIBE10","Shoulder"
"8483",2002,10,"BLCA","Black Canyon of the Gunnison NP","Intermountain ","CO",11413,7.31667444373298e-10,-0.185581030098305,1.22164045546214e-09,-0.15201683176341,7.1721395489277e-10,-0.18680722304111,"Fall","BLCAFall","BLCA10","Shoulder"
"8484",2002,10,"BRCA","Bryce Canyon NP","Intermountain ","UT",77732,6.57211718738205e-10,-0.197594455849492,1.81184689473923e-09,-0.138024191011678,5.94455762392698e-10,-0.220997396345122,"Fall","BRCAFall","BRCA10","Shoulder"
"8485",2002,10,"CANY","Canyonlands NP","Intermountain ","UT",41444,6.80458759231535e-10,-0.193843547608127,1.15036358216969e-09,-0.153706667074441,6.47574827095099e-10,-0.206202864176354,"Fall","CANYFall","CANY10","Shoulder"
"8486",2002,10,"CARE","Capitol Reef NP","Intermountain ","UT",58973,6.23872734834892e-10,-0.202973698403723,1.40836853290693e-09,-0.147589874122713,5.69697844454709e-10,-0.227892883218195,"Fall","CAREFall","CARE10","Shoulder"
"8487",2002,10,"CAVE","Carlsbad Caverns NP","Intermountain ","NM",25783,1.15781107103186e-09,-0.116822787874003,1.836340079997e-09,-0.137443505476296,1.09397269021372e-09,-0.0818737257967933,"Fall","CAVEFall","CAVE10","Shoulder"
"8488",2002,10,"CHIS","Channel Islands NP","Pacific West ","CA",37715,1.91124109549443e-09,0.00474309010770928,3.83024945094235e-09,-0.0901718126202791,1.62700430905716e-09,0.066584336786399,"Fall","CHISFall","CHIS10","Shoulder"
"8489",2002,10,"CRLA","Crater Lake NP","Pacific West ","OR",37065,1.30778434676553e-09,-0.0926246110740252,2.80698864152384e-09,-0.114431325815454,1.13644038624017e-09,-0.0700457747867979,"Fall","CRLAFall","CRLA10","Shoulder"
"8490",2002,10,"DEVA","Death Valley NP","Pacific West ","CA",87103,1.20968304728025e-09,-0.108453248393837,2.0238348774626e-09,-0.132998370402934,1.14270570783503e-09,-0.0683007797948465,"Fall","DEVAFall","DEVA10","Shoulder"
"8491",2002,10,"GLAC","Glacier NP","Intermountain ","MT",87651,8.65789742766238e-10,-0.163940407304313,2.5291055916199e-09,-0.121019389634385,7.94464438680365e-10,-0.165291694222004,"Fall","GLACFall","GLAC10","Shoulder"
"8492",2002,10,"GRBA","Great Basin NP","Pacific West ","NV",6287,6.00920152347928e-10,-0.206677095867828,1.35502475906435e-09,-0.148854550707121,5.41297728862133e-10,-0.23580278197272,"Fall","GRBAFall","GRBA10","Shoulder"
"8493",2002,10,"GRCA","Grand Canyon NP","Intermountain ","AZ",324351,1.16233939498423e-09,-0.116092143143661,1.98230187820059e-09,-0.133983036613501,1.11950015924123e-09,-0.0747639063029713,"Fall","GRCAFall","GRCA10","Shoulder"
"8494",2002,10,"GRSA","Great Sand Dunes NP & PRES","Intermountain ","CO",13991,1.01194346450782e-09,-0.140358515254704,1.75582537398355e-09,-0.139352351740084,9.37767308251125e-10,-0.12537949084231,"Fall","GRSAFall","GRSA10","Shoulder"
"8495",2002,10,"GRTE","Grand Teton NP","Intermountain ","WY",122602,6.45420900416505e-10,-0.199496903502043,1.74351255655125e-09,-0.139644264568386,5.69696845253986e-10,-0.227893161512011,"Fall","GRTEFall","GRTE10","Shoulder"
"8496",2002,10,"GUMO","Guadalupe Mountains NP","Intermountain ","TX",18435,1.09206253359303e-09,-0.127431309462277,1.76621139935662e-09,-0.139106119384399,1.0545678774676e-09,-0.0928486134956423,"Fall","GUMOFall","GUMO10","Shoulder"
"8497",2002,10,"JOTR","Joshua Tree NP","Pacific West ","CA",88251,1.3617116592019e-09,-0.0839234432539643,2.31864993871511e-09,-0.126008881699017,1.24958732250491e-09,-0.0385324942396997,"Fall","JOTRFall","JOTR10","Shoulder"
"8498",2002,10,"KICA","Kings Canyon NP","Pacific West ","CA",54941,9.71034881535085e-10,-0.146959112051488,1.85744675196275e-09,-0.136943107550033,8.8994461799885e-10,-0.138698895716966,"Fall","KICAFall","KICA10","Shoulder"
"8499",2002,10,"LAVO","Lassen Volcanic NP","Pacific West ","CA",32275,1.01723118100903e-09,-0.139505342593518,1.64856561735149e-09,-0.141895270864295,9.44690103921175e-10,-0.123451378519321,"Fall","LAVOFall","LAVO10","Shoulder"
"8500",2002,10,"MEVE","Mesa Verde NP","Intermountain ","CO",34395,8.4257004151489e-10,-0.167686904361032,1.44879430674649e-09,-0.146631458062155,8.20867651629698e-10,-0.157937965659083,"Fall","MEVEFall","MEVE10","Shoulder"
"8501",2002,10,"MORA","Mount Rainier NP","Pacific West ","WA",106575,1.16258757638797e-09,-0.116052099092767,2.64869770560949e-09,-0.118184094428446,1.06354669515696e-09,-0.0903478652635912,"Fall","MORAFall","MORA10","Shoulder"
"8502",2002,10,"NOCA","North Cascades NP","Pacific West ","WA",383,9.06720771046233e-10,-0.157336188958885,2.96372149044544e-09,-0.110715496398815,7.6663647652353e-10,-0.173042238845241,"Fall","NOCAFall","NOCA10","Shoulder"
"8503",2002,10,"OLYM","Olympic NP","Pacific West ","WA",217635,2.39488534738197e-09,0.08277905390336,3.44382078409922e-09,-0.0993332807972945,2.48649278944413e-09,0.305965998399046,"Fall","OLYMFall","OLYM10","Shoulder"
"8504",2002,10,"PEFO","Petrified Forest NP","Intermountain ","AZ",47076,1.67325083537888e-09,-0.0336566205259095,2.4050950120369e-09,-0.123959438020919,1.53702772731634e-09,0.0415243806207897,"Fall","PEFOFall","PEFO10","Shoulder"
"8505",2002,10,"PINN","Pinnacles NP","Pacific West ","CA",4869,1.49598143729354e-09,-0.0622590246216394,2.36579866808029e-09,-0.124891077507122,1.40028821871141e-09,0.0034401810941044,"Fall","PINNFall","PINN10","Shoulder"
"8506",2002,10,"REDW","Redwood NP","Pacific West ","CA",33779,1.33723591518971e-09,-0.0878726027160124,2.46692510863511e-09,-0.122493567315741,1.2712775276924e-09,-0.032491415764555,"Fall","REDWFall","REDW10","Shoulder"
"8507",2002,10,"ROMO","Rocky Mountain NP","Intermountain ","CO",183445,1.09631029523367e-09,-0.126745933439906,1.76511272265145e-09,-0.139132166861035,1.03572983523037e-09,-0.0980953177333151,"Fall","ROMOFall","ROMO10","Shoulder"
"8508",2002,10,"SAGU","Saguaro NP","Intermountain ","AZ",20982,1.45709224614303e-09,-0.068533792699249,2.23757923301093e-09,-0.127930909628427,1.36258526683974e-09,-0.00706071039274655,"Fall","SAGUFall","SAGU10","Shoulder"
"8509",2002,10,"SEQU","Sequoia NP","Pacific West ","CA",69649,1.08084403792655e-09,-0.129241412897301,2.31254237981204e-09,-0.126153679979607,9.77552816472382e-10,-0.114298573199505,"Fall","SEQUFall","SEQU10","Shoulder"
"8510",2002,10,"YELL","Yellowstone NP","Intermountain ","WY",142702,6.29168172758176e-10,-0.202119279891664,1.49165180207689e-09,-0.145615390639353,6.12146444645134e-10,-0.216070250712242,"Fall","YELLFall","YELL10","Shoulder"
"8511",2002,10,"YOSE","Yosemite NP","Pacific West ","CA",300919,1.35176004798223e-09,-0.085529134978441,1.96151184184146e-09,-0.134475927728591,1.28841337598828e-09,-0.0277188005034835,"Fall","YOSEFall","YOSE10","Shoulder"
"8512",2002,10,"ZION","Zion NP","Intermountain ","UT",229989,7.82387114772384e-10,-0.177397415080566,2.20101603609635e-09,-0.128797751541889,7.09133307630339e-10,-0.189057816053963,"Fall","ZIONFall","ZION10","Shoulder"
"8513",2002,11,"ARCH","Arches NP","Intermountain ","UT",23134,3.72497113799325e-10,-0.243533136018629,8.30317037348038e-10,-0.161294344923241,3.04360675551507e-10,-0.301793643762474,"Fall","ARCHFall","ARCH11","Shoulder"
"8514",2002,11,"BIBE","Big Bend NP","Intermountain ","TX",24775,8.08878294094255e-10,-0.173123065282346,1.28620414319158e-09,-0.150486152957005,8.31436475223768e-10,-0.154994374661679,"Fall","BIBEFall","BIBE11","Shoulder"
"8515",2002,11,"BLCA","Black Canyon of the Gunnison NP","Intermountain ","CO",3543,3.6085551348117e-10,-0.245411507357491,8.5808715688529e-10,-0.160635969682888,2.79557488269688e-10,-0.308701738891496,"Fall","BLCAFall","BLCA11","Shoulder"
